"first_seen_utc","sha256_hash","md5_hash","sha1_hash","reporter","file_name","file_type_guess","mime_type","signature","clamav","vtpercent","imphash","ssdeep","tlsh"
"2024-11-15 10:50:10", "afbde8c32badfedb65cab7d0573ddf2b7666a8a42466d4b40687685a2852a429", "15e87f80fc2fa69aa396f6e58727407c", "008498c2ff2c32d9289da76dabe88d6b700e619c", "JAMESWT_MHT", "afbde8c32badfedb65cab7d0573ddf2b7666a8a42466d4b40687685a2852a429", "macho", "application/x-mach-binary", "AmosStealer", "n/a", "50.77", "n/a", "6144:JpcVsJKC49o8r89MQ4y++ucAoc0ocXlsbj/o2T8bmhQGu3shx:MH49MaXAoJocXubj/Zq3", "T1C1B46B63190DC7C4F19294B87F9E27B2A620D4213E7BC2896F0BF62B6874C7957CA117"
"2024-11-15 10:49:43", "96b06165f432a54f5588ac19f3e356b2f107c181545dc6f1dfb14c65b2c0d7ac", "7e08042d6f4c7737550f0abef464b9c0", "b90c5e8592a422f48aa357a1b93608aa8e44bcb5", "JAMESWT_MHT", "96b06165f432a54f5588ac19f3e356b2f107c181545dc6f1dfb14c65b2c0d7ac", "dmg", "application/zlib", "AmosStealer", "n/a", "39.06", "n/a", "786432:issZpv3x5Xvvz/yV+QHeEJBtkO+TMeKFZsZpv3x5Xvvz/yV9FgJBtkO+TMgo:f2pv3xJvz/yV+Q+EJBmO+TJc2pv3xJvm", "T190A733FEA1A15512E6C14636FE19FD088F410C6319E20C24F66BFFBBD889BE25535C89"
"2024-11-15 10:49:09", "683c69923e13c46919a691f553b2b7473a725d836c34e2b05a84bde1f1374f1c", "df2d02d180557fc8f8346c74b3f0142a", "394d1fcf7b0d2e20401ece39a50261beb17ae6ba", "JAMESWT_MHT", "683c69923e13c46919a691f553b2b7473a725d836c34e2b05a84bde1f1374f1c", "macho", "application/x-mach-binary", "AmosStealer", "n/a", "42.19", "n/a", "1536:8uJBFw/31epxXD816MOj8tXjLori+Z+HA7UbJ3XkK6oobjm+G8F4WABIeMh8S9B9:VXFq3Apx0OjcXGW1cVWWqMShtII/IY", "T1F5047D45EE1D5E07D6C0B1BF9C44DEA0701BB5B0622183737E2685DCEC997E4386EA3A"
"2024-11-15 10:48:35", "2d2b1baa636ff6235f79ded8f1898654ed25d80c1403a7c24a4ca4e60000215d", "fc8cc4bfa770bb3e6ca85df94bb58b13", "ec16836e60467367b759b485ca834206b8c28ebc", "JAMESWT_MHT", "2d2b1baa636ff6235f79ded8f1898654ed25d80c1403a7c24a4ca4e60000215d", "macho", "application/x-mach-binary", "AmosStealer", "n/a", "42.86", "n/a", "3072:H4Ksbj/jTYHALvn4W87N61uppmhQCdu3shxE:Hlsbj/o2T8bmhQGu3shx", "T127446C35600C1BC5E185E9FDBC6B2757233328202E63A36CC601F27ED578C97665EA6E"
"2024-11-15 10:47:18", "d508d06fc665b8cfe1800616aa1d486452c1994c7c6b29367d4236580d7dd3e9", "cda18bed3517ec760b0315d4dd2220bc", "6d85bf03067167ec0fabd637186e94c950889bd4", "abuse_ch", "bins.sh", "sh", "text/x-shellscript", "Mirai", "n/a", "30.77", "n/a", "192:qeNP/vY0moZpZO65glg5g7gmgaPgPAxqbfHiSUTbfHiSVZpZO6tglg5g7gmgaPgG:qe0t6WsRaIIxw6WsRaIG", "T17322F0D903C1397089264939F762D8D972488FD2CDC29E48AE9968D9C14EFC5BC32F67"
"2024-11-15 10:43:44", "791db72c082562ed4c4b8579dd83fddf3f30ef6af450f72757ded6d686fbd300", "8bba05d98ae1ac9cc82906a4b0009927", "7b999d1f99203e2aa259fa3576ccee0cc4edfb2a", "lowmal3", "SAMPLE_PHOTO.js", "js", "text/plain", "AgentTesla", "n/a", "25.40", "n/a", "3072:VfZR0BBn6Dxw8V/QaKkfi60sRrdBn6Dxw8V/QaKkfiu:rmBn61wkYSP9RpBn61wkYSr", "T1A3D3061225D6B008B2F26F9393D919F94F6BB56A263D531DA4881F0E27E3A41CD437B3"
"2024-11-15 10:40:19", "4ad1cc11410e486d132dce9716eebe6a2db0af0fcbf53ee87bc9c0af6a5aa1d4", "c3968e6090d03e52679657e1715ea39a", "2332b4bfd13b271c250a6b71f3c2a502e24d0b76", "Bitsight", "file", "exe", "application/x-dosexec", "DanaBot", "n/a", "5.48", "f18bc7f2d3ac8fc7992209baef02ebfc", "393216:je7BF/tD2wWvD+MDbuWXQ+RKljvXWfY5Ri2r/5LucDlAgXouXHONQZ94ut4:i7vtD2wWvDNKWg+RKljRDz5LfD7mw4", "T142271203F7C381F1DC82027412ABAB7F9E3959144724C9E3D3D4296AD8626D16B3B7AD"
"2024-11-15 10:38:44", "a8fc9309f20c59f91d1bf1cb6823fe76d6aec977d91c7271437d7024cded2bf0", "30e6b2bede27b6c3886d10a6e04c3485", "d53facdae29520311d49cacb71147e0ef7dce232", "cocaman", "2762019984304996490.js", "js", "text/plain", "StrelaStealer", "n/a", "15.87", "n/a", "6144:i20V3CG8oz63qrk5U6oAbDclSG7G6x+G7GeGe23v23NxE26k1r1qzsdVOY/y:CtI3qrR6o1/568U5Z", "T1A0D54CBDA9E83EA72E38070A1BA69B22843E5571053D5CE3F363E41797830CA47717E5"
"2024-11-15 10:17:23", "46bcb9ba44dee5e491b2309c6caf7a65cb9c962ad1137eceaad95c0b98e71ae6", "d0c09182cde998e10ec5416dbf5a7081", "811ac40b18555338d6fc37eeba31be84eb0ed7b6", "abuse_ch", "bins.sh", "sh", "text/x-shellscript", "Mirai", "n/a", "44.44", "n/a", "192:8NQ2mvY0mf0EZO6AgkgAg7gmgaPgRA2PQsHiSAvQsHiSY0EZO6cgkgAg7gmgaPgk:8Nzd7fsRaIO2p7fsRaIk", "T11122DCC5124111120CB2CF1EB66A58E96408ADC18DCD9E6DACD929DDC80DFFBB4C6EBD"
"2024-11-15 10:17:22", "ecf12f294870ffb51ba4c44f1124c1797c1bcd0944721e8d7b9dc6cb9422db79", "d3975d5eb3f64d4d77a8382f44e20720", "6de93eddd8b0bda3d2a4ee9dabdd85dc07fb0a21", "abuse_ch", "bins.sh", "sh", "text/x-shellscript", "n/a", "n/a", "25.81", "n/a", "192:miufSe37I49ckDz3sAwVRRQaLYLILvY0m7lolYlZO6TWgnWgTWg7gmgaPgXv7SEn:ATBZh9sRaI2cLh9sRaIg", "T1DA2231D5326171D08922C915B7E2D41F725885C18DCEBF68AB98185DC03CF86BF26FB5"
"2024-11-15 10:12:19", "eb16b633187ae498fb15ad453e1a4194317a8eda531956da27f2425289f50d1d", "61a258d01ca778d303b44cbbf41becc1", "e2ab78bceb60663da12bd4ce6d827f1533d309be", "Bitsight", "file", "exe", "application/x-dosexec", "Socks5Systemz", "n/a", "17.81", "eb5bc6ff6263b364dfbfb78bdb48ed59", "98304:PX4AHTabXxL1XuXp3buabbtEUq7Q06EjS82psOlM/a+irbKX8M02Yyazx1O:v/HTabBsXp3SabbtjxvKS8d/a+iruXIY", "T180561227B294A13ED4A9273646B3A41058FBB66DF417BE1637E0C8CCCF250C51E3AB65"
"2024-11-15 10:09:34", "a6a49e35a2cc69bec238c05ce5b8cdf71321266a24c7b365b568994ba1bedfeb", "9147ea080bd7d34e8e34f1cd10be49c6", "9c5fa5160e3f82324f12fc9b4b100b434f984f4f", "Bitsight", "file", "exe", "application/x-dosexec", "Healer", "n/a", "54.79", "2eabe9054cad5152567f0699947a2c5b", "24576:lTSbXmKBFZR/0Z9DZ3K27QTb4pAn5ATik0q/vaXmRemaPIFD5gfm35myt6H+ta7i:UbXbTDF2Wy//v/7DGf6XM7VI", "T1A5D53CB5B40575CFD4CE1BB4953BCD8A599E07B5872005C3AC6964BAFF63CC026BAC28"
"2024-11-15 10:09:20", "d874dbd53141cf28ca10fbfa59828ea2ca9e62bf7f5af8eb31b75d0f98c162b8", "7da6066c36d2d6cea15d1f6b999acda6", "c7fe393a2e279927b6672ec0f6462d1161db8d70", "Bitsight", "file", "exe", "application/x-dosexec", "Stealc", "n/a", "50.68", "2eabe9054cad5152567f0699947a2c5b", "49152:9he8es7E4ayTg9zWCnMBawyeewsYXCDSB5RD:9heoI4NUzMBiwZUO", "T10F8533AD19F3E228C2CC9FB15165C00D58647AB09C08F7BABB7F79B1A215EB521F4E05"
"2024-11-15 10:09:04", "0be8eb40c948b78dcecdb5212f902d21aaa023da35db4bb2a377e710606601ab", "956561f0d7a336e3c1b85000310d836c", "a17d33d3eaa1a97b90d90eb1b0d73e3b50a1897d", "Bitsight", "file", "exe", "application/x-dosexec", "LummaStealer", "n/a", "41.10", "2eabe9054cad5152567f0699947a2c5b", "49152:CwUwm+7MQGf2TrUapUq1XNjHCgbJ4DMGasY92+lBPFa:lm+53vX5kwlxFa", "T12B95333DEF273C03C1AD91B4ED5B41A42454068458EEEE2C11EBB66937837D9F389B98"
"2024-11-15 10:07:15", "885f484d00aef5fdc8d725389a872f8b10ef156957c176b734b94a2d6950c4e7", "95f5573e05c1a83e13b6754984bcad5b", "b74b88c64d1a222032bacb2f408501c0e62ef483", "abuse_ch", "i", "elf", "application/x-executable", "n/a", "n/a", "15.00", "n/a", "1536:dOSc4i0Ox2QEUosED0N3vfUMby5jUFfH0RVQYAH35DSB6v8VpBTlGuChYQPZbtg7:Nc4i0agsmw3Py5CP5HM8EVLUuYtgBR", "T1A8C312C9A936ED64E54BAEF11F37D8906DF9B99D42E0E064A1CBA34712CC343F650706"
"2024-11-15 09:58:52", "43b168daf2ad708f277ce39c7f46687b0d57b5d065c3867180964f670bd410c3", "7f13cce1a6c56c177170fb1bd1033962", "8733d8adf5f3f7d59018624fb30a60b3fb387079", "JaffaCakes118", "Malwarebytes Premium v4.6.8.311.exe", "exe", "application/x-dosexec", "n/a", "n/a", "8.33", "3917d5b53d7cd4877b14cff46900e19f", "12288:SLFPmiqAAGRcIMoAYdTko2doLmLOaycIMiqH45MOfcDAkV6jFVDW+l0lyXQhVMEO:SLFPmi", "T1A4E7813BE283A8BDC5227030D95A827CB726FC33065D653A3A99FB2D1DF65740A75630"
"2024-11-15 09:46:06", "2949df50691624e3a64635fbf690527e245d5c83dd3bd8f000f34447a6386ba2", "61b5a3066bcf661f69b9e362ef1a1f8c", "bc6701f2a76cb5db3ea27371240b7e295382d29c", "likeastar20", "NEVER OPEN!.exe", "exe", "application/x-dosexec", "Empyrean", "n/a", "47.95", "1e92fd54d65284238a0e3b74b2715062", "393216:dqPnLFXlrzQMDOETgsvfGjg+lPvEny38cdwAqo:kPLFXNzQRECJlUFc8o", "T1561733F0625809A6E8E6553E5C0F8C6B0177FD4623A4DCCE83B099388FA37556D7AF90"
"2024-11-15 09:44:12", "e82fe9ce4fec710c6f02dc3ed738e5a88955d4d938957ec2b49119d5018ecb81", "4fd34971f2551e33806360ba5ee86e5e", "a3f2fe7d770d45c0b98bdbdf3322614582e41d59", "likeastar20", "RuntimeBrokerVers.exe", "exe", "application/x-dosexec", "PythonStealer", "n/a", "43.84", "b2e44a6d3c3de37e08023deb2b2f60a9", "393216:85CCDJlS/FyOUUGafnbRngsndGKLYHSJj:8oCytjGafSsdx4k", "T1A1D6338CF1B202F9F339C4B898651999D696BC25234053A707F4B7F97DB3AE47D29220"
"2024-11-15 09:42:35", "e465cccde051595262dc76359e4a06279341b4292901a49061cf9fa1386119df", "aeab677edfb0b7838ad440c071a04965", "9855bbfe1e4d729853c1d3fd5e51a6d767cf8203", "likeastar20", "HeilHitler.exe", "exe", "application/x-dosexec", "BlankGrabber", "n/a", "50.00", "72c4e339b7af8ab1ed2eb3821c98713a", "98304:0bEtdFBg0amaHl3Ne4i3gmtfXJOLhx9fZAzDJ4wzQgsRuGK4R0BMnM3JfFTW:0SFceN/FJMIDJf0gsAGK4R0un+TW", "T15F5633B023A448E2EDBB493EC857C89AD5B0B8050754DECF1370826A1F637594E7FB96"
"2024-11-15 09:41:14", "9d904569ff4c27fccee3c7bce8fefb282525a1936e7fd2078585f033fc7c61d4", "6283f49f94b76d447da48dc86504f9c4", "bc648a1faceea48e1fff622beef6b0283aa2fd7d", "likeastar20", "akame.exe", "exe", "application/x-dosexec", "BlankGrabber", "n/a", "50.68", "72c4e339b7af8ab1ed2eb3821c98713a", "196608:UDgCtwfI9jUC2gYBYv3vbW4SEA+iITm1U6fp:jCiIH2gYBgDWZ+TOzR", "T1CE963384B39908E4D5BFC53EC89246239B73BC519720DAAB53AC43754F3B5B1183EB92"
"2024-11-15 09:41:06", "216bbdb71e4d46e8693cd1c9bc94c1c99b2464ef669297aa9d7fa1e9342b7aa5", "bd5f0599d96267a23c9459b7e74b81f3", "795650e97476fb862dd603aca55552e40241eb4d", "cocaman", "2282817806355711158.js", "js", "text/plain", "StrelaStealer", "n/a", "19.67", "n/a", "12288:J1xSRZTLyTudco/mJKq/aYpJ+OM9uoOdrT9w9uoOdIk:J1xoLhL/mkq/aYf+OM7MrT9w7MH", "T108A55DD1134B0BD39C2E9ED8206695B4285F1EB73B2F49B94CBF65DB800957360CAF26"
"2024-11-15 09:38:16", "22d9589d957ce908a420cab3f60a7b59daa80f04b18d2f5d8bf6a994d251127b", "861adc01c5013f1d864fd396844f357b", "5868efa057c721956652fc6fd4f5daaa9f1b98a6", "likeastar20", "shaderblox.exe", "exe", "application/x-dosexec", "n/a", "n/a", "1.43", "b34f154ec913d2d2c435cbd644e91687", "1572864:vE4opJBiebtuv9xFJgHaXOTqPLk8rDbDkkagQkpIEtrI+4IHL51iPp:vEHPdbtAzFJsNH8nkkagQfWrRdl1Up", "T164F733A0CD798402F4A41C7E4BA487FD8A9A37346BE6E9D6C1057D7DFEB302E0356429"
"2024-11-15 09:34:50", "76f226a1d1bf9fee837fcf9c706d5142e38698b11c2ade7872ac9df1a22262a5", "940b866b239a39bc52611b82488ac096", "ab0d81e2a49b8e05c19e75378bbe52dedd242d7f", "cocaman", "TPC DRAWING AND SPECS ADJUSTMENT.vbe", "vbe", "text/plain", "Formbook", "n/a", "22.22", "n/a", "12288:MHb+6AwSuRoepG5ElEH7hrnv5+sSlQmn2BtWPn8U+Hp:M7SuR05EmNvMnUWPnCp", "T1C8D4E0C6FFA27F8C3C91C2E5081F7E459DCA5DEB4370D6E9D42D321529809A2099FA39"
"2024-11-15 09:34:43", "b35379ef942c1e27d59b5abd9525e37e119a9e3f1c1ee1bfc5763fc557b456dc", "a14875354e8aec96ba95fae9111086c7", "0519393bfd6d151a8ba11c1ad8cd62cb06b103b4", "cocaman", "TPC DRAWING AND SPECS ADJUSTMENT.7z", "7z", "application/x-7z-compressed", "Formbook", "n/a", "26.56", "n/a", "12288:cx2lx1MJga4xYUflkvYpWvP50LD7wYxQtGhMmD9:R1MJga4lflkvYpWKn7bxZMq", "T1C094236A4B5285FE754602B60CEE233859D6E1EFCE02C282DC36C4E9D7F86B1C660576"
"2024-11-15 09:34:16", "2bcbc525587856ce9d9457b34fc90064e3a4fe77f241e16e8d4e22fde661dceb", "e8d3060734bdcba3bd69c4aad8859f80", "04979e52970b4372e25de9055f3bf97f0ba5ec0f", "cocaman", "DRAFT BL & MBL PO NO ECM1D2403-29.exe", "exe", "application/x-dosexec", "RedLineStealer", "n/a", "50.00", "21371b611d91188d602926b15db6bd48", "12288:0sHzOUNUSB/o5LsI1uwajJ5yvv1l2IXnQZQFb/m5FUzDxidlNsRexeDNl9:XiUmSB/o5d1ubcv/XQia0zDxi7iIeDN7", "T1F9F422EFDB926C84E47303B495B28FED015BAF2075351AEE46B2F6674A37340101B69B"
"2024-11-15 09:34:10", "197c3cd9ef36800d6aca681a6f475ce0c97c91b7d17e80da331bf19fb87b5288", "3ab5e238329a1a8a9e9b4709e5320195", "531ff3ad5bc6c6f4d5523bf8a841325475acc146", "cocaman", "DRAFT BL & MBL PO NO ECM1D2403-29.TBZ", "rar", "application/x-rar", "RedLineStealer", "n/a", "44.62", "n/a", "12288:VC5mxx1ctgWvVNoMZ5bqUJBwHlyDXTFEVUgSMeX1lDxuvarXGVVq:oU71jMZsUL+lXZeX5RGVVq", "T1A7E433879991D430C577C2CA237E04D2E1D6FED56EAE56E8F19358BE21AE118803E07F"
"2024-11-15 09:30:50", "6d4ddfd08bb8017ceaedcbd9013d07790665e5ed2290cdba4f14d0b39a8441be", "531a9483daef7c8d120762f462dc8da0", "83854ed25f697d00d781a1e0a51505f90ba5862d", "cocaman", "tmp8EC6.HTmL", "html", "text/html", "n/a", "n/a", "n/a", "n/a", "3072:T7h6xXfHZLPhLoPyGJ7URTXXnD4NCiQ4NppppO2:T7h6NBhsJN2MppppO2", "T1C5E311F61283CCE9382C721733199EAA8EF776872B653C3066BC32A1B541463195BD77"
"2024-11-15 09:30:44", "4e2cc8025047e3d923dae44c2d353489c8eb5e5d4d6f8389c5d5fa7df831a6ab", "f3f691268ea48099282546f6390de032", "e3865b289e79d939e5599fd280333ff70a8bce56", "cocaman", "PO49329sample_dails_xlx.zip", "zip", "application/zip", "n/a", "n/a", "n/a", "n/a", "1536:NHG9CVug3i9ZPga/LwR6cs+dfjsQqXJ2k7j1bHZZhi:5GwVud9Zoa/L+6cs+KLvRHZHi", "T1A24302A7F0008CA0B78757B215BA6DDB36EE45BE39634983E6E05D1C98D39AD04887D1"
"2024-11-15 09:30:30", "1c2eb5275c7212c7e578deef9f8b305a6623ef2d92f49f2eb9d517801bff0c02", "140cfcf356cc2da4d739c1cababbe7b4", "d40acf2d6ec434aea3f9a5cc510efa093b793180", "likeastar20", "ArenaWarsSetup.exe", "exe", "application/x-dosexec", "n/a", "n/a", "0.00", "b34f154ec913d2d2c435cbd644e91687", "1572864:qDJ39Kk9MTMh5/pCy5sbB8ceyIS7nqYdd6hIEhSmn6nlN/fFj:qWk9MT2/Uyyb/vP7nMhJnUXfN", "T157183348F20A5B69D213B9F1FBB4B4B5C9D0B2847CD3D0F26B642A86991CB117F524CB"
"2024-11-15 09:26:33", "9ca915373c8fe38b5f2913f1e439a6c0316faaace7f24b332580e971978704a4", "aad9630798a037dd376e797967cd3fc3", "432b67e8b00f90890b873e2a4d3b806e62c876f0", "lowmal3", "Document.xla", "xlsx", "application/vnd.ms-excel", "Formbook", "n/a", "25.40", "n/a", "24576:5q9PLiijE2Z5Z2am8TM4RtTF84LJQodsCTJoQF3jN53mdo+5MdNgQ:5EPLiij7Z5ZK8TM4zTFjLJQodF3P3grf", "T109352319FAC1CD4BD6A69D3218E2D87215587CD1AE6C63423B30F32A28799F05FDB58C"
"2024-11-15 09:24:28", "69f8cea7a5b6e5de711e9849f4bc0244f1344966364520bc12987f1b90013754", "183e24b654414d7be786ccd8e6a108a5", "a18e6d0f9d1e67f404985adfa2cc6d756e8680ac", "JAMESWT_MHT", "brozer.exe", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "39.73", "06e3eec5fa7862a0cf11cfb70dc048e6", "24576:MoEKQByjnqh0lhSMXlybSXuRVRoTahOpEfc:jLzjneSan", "T1BEC5F142B3D544F9E56B8234C8960A89E733B8150B50D7CF03BCCAAA1F6B6D15D3AF51"
"2024-11-15 09:21:44", "ca53439dbc9699e109a1810227c124dadca4066758511727be95e57b8ce3bc0f", "9913a016528f9d9c4aac737c6a06c596", "197435ebdeab5f6df6e10d1c5aec40812cb9dfdf", "JAMESWT_MHT", "ca53439dbc9699e109a1810227c124dadca4066758511727be95e57b8ce3bc0f", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "14.08", "f34d5f2d4577ed6d9ceec516c1f5a744", "768:vdfxnLzsA5NVk9FrHE7be6C5jLjkmBcgYcV6kizh:vdfxnLd5yB5jFco6kiz", "T1FCF2F74063F85225FAFB3F74A8B516240F76BC6AAD39E65C3588108E1AB2F54C970773"
"2024-11-15 09:21:19", "e4b3eb482bd3d7c29067eacd1e52a0256e49cc1560889822f81f34202c6bd6e5", "04e9cdc7c6495536c01624fe0c9050fd", "fc6cfce674b7735c5ba1dc9f0f613555f1d23334", "JAMESWT_MHT", "e4b3eb482bd3d7c29067eacd1e52a0256e49cc1560889822f81f34202c6bd6e5", "zip", "application/zip", "MeduzaStealer", "n/a", "55.71", "n/a", "49152:p2b1O57sp9A1nCh0Dz2oTtfS0b8D+7uSdKWB:J54pF1ojsWB", "T1FF853350DCA421EACB3FD632266952D70867EC6CB93D5B2A2F8D3445E664FCF1487C88"
"2024-11-15 09:21:06", "f33a0556ba844ec2745fceff565bdacaf0b26412b940dbf19b4ca97013057842", "5526f8b855b92a67fbdfa72a46efbe28", "593100b5694703f31613adbc6f8ccecfc1950a45", "JAMESWT_MHT", "f33a0556ba844ec2745fceff565bdacaf0b26412b940dbf19b4ca97013057842", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "38.89", "979454a65972c76dcd425798f051e66e", "24576:APgPjwrmemcbk5ehMEP6h0lhSMXlzuRfqYc4w79fmCKFTN:mUNmk5ejuncdf", "T16785BF67FA4474F7E87091348CA70B57A73BB441836287DB2698662A5E537C42F3BF80"
"2024-11-15 09:20:53", "b2732856dccc016cbeb518fbd84249af6f8c7e3873483c8618555979e70788bf", "60802b8d9134d5100d17b643efbf381f", "5560b5e287abb380761c488bd62c450f918c1c27", "JAMESWT_MHT", "b2732856dccc016cbeb518fbd84249af6f8c7e3873483c8618555979e70788bf", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "21.92", "83aed600d919fb4ea655e8b86313966b", "24576:xf2KQ7MvYPh0lhSMXlty/vwVSsX2Cv4w4xtF5hh:tpHvZdynwVuBxtT", "T1A5C50115B7E544F9E1B78234C8960E89E733BC0507919BCF02BCC6A95F6B6D06E39B42"
"2024-11-15 09:20:47", "b8fd01f55852c69dec12d284b550e27cf9e577fff4a70a5d47181e7e304e7f7e", "ff7dd1a36b5d47acfe5126686798360f", "0ac92e3abf73fa6cd956d0ebb49ac99bf6f52cb6", "JAMESWT_MHT", "b8fd01f55852c69dec12d284b550e27cf9e577fff4a70a5d47181e7e304e7f7e", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "26.39", "83aed600d919fb4ea655e8b86313966b", "24576:xf2KQ7MvYPh0lhSMXlo0w2LzdgVJURfmtpvcHh:tpHvZ4t46zt", "T13DC5F155B7E484F9E0678174C8A70E8AE73378050780D6DF06BCC66A6F276D16E39F82"
"2024-11-15 09:20:42", "972e06c71b2bcae9921cf1e40032edcce295a7b68ef90dc2bd8d203677f61cb3", "17c89b93b3df17efba2234b527be843c", "13a9b1200c417df83ad0cff4307d681ad7cd03ad", "JAMESWT_MHT", "972e06c71b2bcae9921cf1e40032edcce295a7b68ef90dc2bd8d203677f61cb3", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "49.32", "83aed600d919fb4ea655e8b86313966b", "24576:xf2KQ7MvYPh0lhSMXlgqCM4k6isZ2BiqMh:tpHvZ76JZ2Bi", "T1CBC5F105B3E944F9E56B8234C8960E9AE37378150B90D7CF067CC6A65F2B7D06E39B42"
"2024-11-15 09:20:36", "9d1701e0510ea2a76a1292999d89627ba30384bcb7eacc3000e331ba728bf8ad", "713454ca909efaf3a83b636423a6c248", "6c197870b9646b90f5b55bdcd4cfd07019864e98", "JAMESWT_MHT", "9d1701e0510ea2a76a1292999d89627ba30384bcb7eacc3000e331ba728bf8ad", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "63.01", "83aed600d919fb4ea655e8b86313966b", "24576:xf2KQ7MvYPh0lhSMXlJu78bG8AQs7QZqxwB42EyuzCBorM5c9ech:tpHvZM78b9Ab7aTEZzwoN", "T1CAC50211B3E440F9E57B8234C8960ADAE733B8140B559ACF06BCC66A6F2BBD15D39F41"
"2024-11-15 09:20:29", "7c0565a1dc371f545dd09ec004774af091fbd8da1d9a43a0056751d284d22250", "39d753895f8c0037790a3543029e0edf", "ad579be81a24ea9f95647058e82dd6145fbb7a35", "JAMESWT_MHT", "7c0565a1dc371f545dd09ec004774af091fbd8da1d9a43a0056751d284d22250", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "24.66", "83aed600d919fb4ea655e8b86313966b", "24576:xf2KQ7MvYPh0lhSMXlYGyCZ5PpanWQkbt4R6Bh:tpHvZ/yCX49kbt4o", "T1CFC50105B7E580F9F577827488A60E86E333B80107919ADF06BCC69A5F2B7D15E39F42"
"2024-11-15 09:20:22", "d50b80a0e1296ef71cdec5c310f6312f95a20b4792d3d943c16e70890015dcd2", "8d24a655a027b37ed44dfabc1868cf03", "4b0b5a25f263600a48629eb1645580e9a2779237", "JAMESWT_MHT", "d50b80a0e1296ef71cdec5c310f6312f95a20b4792d3d943c16e70890015dcd2", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "68.49", "c58be42386d57a9e071eace1fff5fa37", "24576:wiSVYduVRYxf0fXR8y5MVQ29wX8P+NtJeSMTxWh4/4SCHikrdAGeov6Sbjf/p3QQ:0QusxfsuzF9wXAuiXgXSi1BbVHp", "T16E06D00AFAF611F5E5BAC138A5A2312AFC7278A1473497DB5641961B0B30FE8EC3D750"
"2024-11-15 09:20:14", "65296f6981876e137e0d8ad8717c0f6ad4f2af0aff7e266e5a8ad343e8346cc4", "10967cc5baf1494fd858662d1406c886", "6d9b031619da866986a7a2f44f39ec1c9e7c358f", "JAMESWT_MHT", "65296f6981876e137e0d8ad8717c0f6ad4f2af0aff7e266e5a8ad343e8346cc4", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "63.01", "c58be42386d57a9e071eace1fff5fa37", "24576:wiSVYduVRYxf0fXRwKpfZlioWnsxtUAVlKXgjiGaa9/GKK5PgIpemL+wZPs3LVc+:0QusxfsVd1Znb9/Bq3repylfWrp", "T18206D01AFAF611F5E5BAC13895A2312AFC7278A1473497DB9640961B0B30FE8EC3D750"
"2024-11-15 09:19:52", "93626f2a12a4ab1fbe7e284af0a3368c4041e58428f18429acc64d3f09067a29", "dd0b9382bc7d77840b168800bc8cb812", "d5b635efbf79662929b311572e41d7ea612749cc", "JAMESWT_MHT", "93626f2a12a4ab1fbe7e284af0a3368c4041e58428f18429acc64d3f09067a29", "exe", "application/x-dosexec", "MeduzaStealer", "n/a", "50.68", "78c9da53bf2d072d61b49d02beb24690", "49152:qxGK0l3e3uIR/ubXjQI9WOizBV4gxvQwnZ:qxGK09yuyZ", "T16616E067E94468FED871903488970777B67BB480873287DB1694262A1E6BBD42F3FF40"
"2024-11-15 09:19:45", "b198a55a9e2f3a1d27f57003fe172b2201dfa5f78428b01127aa965b0f2aba5a", "9d1094019d707d23aeffaa90ab362c7b", "3e37189dde6c35a13957495d7428f60679a07515", "JAMESWT_MHT", "b198a55a9e2f3a1d27f57003fe172b2201dfa5f78428b01127aa965b0f2aba5a", "zip", "application/zip", "MeduzaStealer", "n/a", "5.71", "n/a", "1572864:tiJpXFIaSID6AFITB/lBX2MigZGiCVVJWhURuB/EluOWxrS2C+gi47Ycsd:tYmaS1AsTX2M1GlJ+VOeu2AiT7d", "T14CC7335FBF90F9CEBA2DA17B96450218FC3ABC765918692028D07D752E073CF2B36485"
"2024-11-15 09:19:27", "3c0f9d4a5eb6d39a75d59509be7b6e215c1c1103642b4bf85a28231214d8e9a4", "805ec8a08419c31e9343d0facbb5ba32", "528b20fe8414d6276e3b7d626bdd2d26a3cfbb78", "JAMESWT_MHT", "3c0f9d4a5eb6d39a75d59509be7b6e215c1c1103642b4bf85a28231214d8e9a4", "zip", "application/zip", "n/a", "n/a", "0.00", "n/a", "1572864:tiJpXFIaSID6AFITB/lBX2MigZGiCVVJWhURuB/EluOWxrS2C+gi47Ycs8:tYmaS1AsTX2M1GlJ+VOeu2AiT78", "T112C7335FBF90FDCEFA2DA07F96850218FC2ABC6659186A1124D07D752E073CF2B26485"
